employee_id,department,position,hire_date,productivity_score,quality_score,attendance_rate,teamwork_score,initiative_score,communication_score,problem_solving_score,adaptability_score,leadership_score,projects_completed,training_hours,overtime_hours,client_satisfaction,tenure_months,overall_performance_score,performance_grade
EMP0020,Product Management,Product Director,2022-07-05,71.91329513012136,68.57900084283601,68.96850603129616,79.37543055746391,52.58586188607591,100.0,65.71085808624947,100.0,59.2644992936919,5,43.207911459098014,1.1850079221667518,91.05014820814374,36,74.67861822455481,C
EMP0021,Engineering,Tech Lead,2022-04-29,76.36789631639137,81.50171536676201,91.53930586013088,82.24006387185668,78.48893511022695,75.99250348146933,39.59548476410426,100.0,42.629836163987605,11,28.19395343140543,8.960211235143237,96.01343046523378,39,72.10205438434977,C
EMP0022,Operations,Operations Specialist,2022-03-24,84.59730362831925,72.2604852788378,97.30694777966546,63.117821392575564,100.0,73.30388514887511,82.30853387195437,54.791402491817166,83.63342623203297,6,11.659065485176448,4.806822858257311,77.63393688441683,40,76.75160725555152,C
EMP0023,Product Management,Senior PM,2020-12-04,86.51385014656879,94.31219579180816,93.32052827680597,100.0,71.71751110274231,84.68034684323443,67.47884398807214,99.77191509109261,85.54289260251723,9,33.68164161866192,1.595201799946913,102.03259842897472,56,86.25219444575445,B
EMP0024,Finance,CFO,2024-10-17,100.0,97.06681952014151,90.91103316547662,85.40249379377283,80.36901041864866,49.17881320162747,63.023524525390854,79.13581440697871,58.449160555540104,10,34.72989921425477,4.232227320822845,58.00697175894119,8,76.57820455276251,C
EMP0025,Engineering,Architect,2021-05-10,99.61749604371339,67.95130163472909,92.38630184654556,80.32034458875947,85.02696131347024,48.397972671491274,71.55906650887364,81.67390044223177,55.963043737177244,8,-2.8396416176008614,14.261482158716465,72.14242427330458,50,73.81376086755577,C
EMP0026,Customer Support,Support Manager,2025-06-23,94.95162467155765,66.98612777473365,100.0,100.0,83.46193476463546,84.7212738066715,70.33649314558878,85.96934143500756,86.63429794353274,10,35.20787655720538,6.966341545164018,112.06305725177134,0,84.13263669271592,B
EMP0027,Sales,Sales Manager,2022-09-20,66.6578907796854,90.70626195146306,71.36660051509116,84.2689060387555,72.04273368841248,79.52385168740462,76.47326721445788,61.00166159979677,81.85889263318299,10,27.603787979812907,4.917347280719044,91.07875299732886,34,76.56668319914483,C
EMP0028,Engineering,Tech Lead,2024-11-14,70.79105555881455,56.179146248467546,84.53841326603788,83.04027113484756,78.70920891042965,82.3180176822597,57.72556015390549,50.50310652928138,68.59727515227378,11,40.591276611435134,18.706639857913203,95.68699913481407,8,68.48295517128496,D
EMP0029,Product Management,Product Director,2024-12-06,68.43858794997614,74.93872472637625,99.08767875425008,100.0,73.61308582696824,76.20562487797845,45.53589122557783,81.98701012722209,68.66079586957743,12,43.00674066819147,10.508123096529399,92.73098648607005,7,73.67246507545956,C
EMP0030,Operations,Operations Specialist,2023-04-02,100.0,89.5319376357813,85.50698650898735,71.44257594805302,74.52500470539924,73.73411358341758,57.25113268028119,74.74048428993991,27.007748129435818,7,1.779504168130586,12.692559377900384,89.78683218590746,27,71.02912462153851,C
EMP0031,Product Management,Senior PM,2021-04-02,54.69574310526271,79.15302062412032,87.60384568896093,89.44748042397494,70.0372016057286,85.28819673960328,79.32310108405046,75.35031838347565,87.72867682181092,7,13.803058934210739,12.331159856752071,82.60324583615194,52,77.62796734850336,C
EMP0032,Engineering,Tech Lead,2021-10-06,68.41596329410463,83.08398009625667,100.0,88.03641426363369,58.690347855923946,69.31433828792116,61.479653752758196,74.93163152151644,60.78183250235668,6,31.63240552239769,0.3538120719378362,81.8548840198188,45,70.59177019680892,C
EMP0033,Customer Support,Support Specialist,2021-11-21,69.82756393204572,79.62497831342527,99.01156810254065,74.45881893382955,33.06918414828698,77.31978509735046,62.04253252230331,81.99673783394661,29.476577536217036,8,31.704378471880382,4.016403008010071,83.86623593667672,44,63.47702228967562,D
EMP0034,Sales,Account Manager,2021-07-31,77.67666854544188,73.75702104023078,100.0,80.7170244714824,88.42998361726411,47.71156528864456,67.09033899106771,55.4824190889469,48.7843430059847,9,51.97662985235453,14.126168002036055,77.24944987644304,48,67.45617050613289,D
EMP0035,Marketing,CMO,2021-07-04,97.33575035694712,72.71153327555854,66.03729057667289,81.56250473513467,59.59153278316676,70.56908805809475,79.38288705552101,83.93812737908623,52.30311088133303,7,19.272889548847402,10.509881276168402,74.22666335428885,48,74.67431681560527,C
EMP0036,Finance,Financial Analyst,2021-04-27,80.90629777702185,74.33014548075965,99.97265912503471,93.70311282542364,44.88933159231445,53.18009326536662,88.65065683780414,66.10018269414192,73.70535234629664,9,34.82028581027302,1.8411750752406948,88.89244437703975,51,71.93314660239112,C
EMP0037,Finance,Finance Manager,2023-02-08,72.26286092685295,68.37901309555366,95.95959038845301,83.18449977779663,64.07609355175842,91.96019951369175,92.4077033794212,89.96113503355225,38.90519265019797,6,44.962505243770636,3.0737974669578634,76.52429225855892,29,75.14208724110311,C
EMP0038,Customer Support,Team Lead,2025-04-05,75.64407495985625,88.64807985137789,73.25445370098151,74.63634711214533,39.052948077853216,100.0,64.5341097128461,44.407195109776595,68.49204387655712,9,32.46222327765314,31.904307135675374,74.31223442181155,3,69.42684983755156,D
EMP0039,HR,HR Specialist,2021-06-24,83.8715003201907,58.74348233626817,100.0,72.11630505043745,64.05154082737546,81.52263248443418,71.53902057566454,100.0,75.17842022085969,10,67.00021576447371,19.227832947540527,92.5196410819249,49,75.87786272690379,C
EMP0040,Product Management,Product Manager,2024-02-07,100.0,67.19339332629121,87.59142208428578,83.63749120558589,86.80696471505338,86.84487264810642,64.9893907358651,80.21267875892428,62.74142314696399,9,65.99545987608076,23.273785805618022,95.13047191721928,17,79.05327681709878,C
EMP0041,HR,HR Specialist,2025-01-28,69.44283668872953,72.21200434121994,92.16804606738738,67.87457067209476,82.96750157691653,80.27608108707658,100.0,94.77323135984652,86.04620938541368,9,39.97796025613265,7.494263075895303,86.4628867602642,5,81.69905438891219,B
EMP0042,Marketing,Marketing Manager,2020-08-03,67.92515167281552,47.316349302664655,89.26879244067955,53.05716067593107,76.16235515232106,71.37850876066372,56.94418910393017,87.25205125412788,60.26452577189888,12,60.77837064932238,3.72379552100093,69.22690006780833,60,65.03753646179412,D
EMP0043,Engineering,Architect,2024-04-17,70.8528331356183,84.31198999157628,100.0,68.45468234530385,96.92439868404655,53.114942012990085,48.505434958043956,67.58712715492454,62.934011131125075,8,56.893552200299766,11.430171780271326,83.92275384909352,15,69.08567742670357,D
EMP0044,Customer Support,Support Manager,2024-06-06,74.94602786563398,60.8356722680092,100.0,74.08687298544376,54.3473332337842,49.8177560017665,100.0,100.0,53.97391391002998,5,39.61310557452596,6.931654139214545,97.9573067977783,13,71.00094703308345,C
EMP0045,Customer Support,Support Manager,2021-10-21,97.52234232482746,78.31238001281321,94.14492983189561,61.60147748026774,100.0,85.0515867632952,55.33139938347752,96.24006325290455,84.82095539215202,9,38.7159105812094,8.774752637185392,93.9963036517361,45,82.36002557621721,B
EMP0046,Operations,Process Analyst,2022-04-20,60.71801282266858,65.43889702696987,83.98237871643343,73.41059261429861,96.35850306670568,79.33278944082096,82.89326525053976,81.8779854768231,87.83421896693955,12,39.74198106659236,9.910912190961088,55.994738460871815,39,78.48303308322076,C
EMP0047,Engineering,Software Engineer,2022-05-25,87.25630409777628,80.65679946996337,84.89177816075197,65.11857177552602,65.23542307814293,71.23365119312989,75.6969692640236,78.33774371514946,57.20070898181632,6,64.34084254040715,8.893902895781235,71.54543631234606,38,72.59202144694099,C
EMP0048,HR,HR Director,2023-01-21,57.04379016620703,77.1941649180918,93.34157542531153,53.65766146892928,59.58506787429611,82.40432053699897,77.06994559055465,95.44120220166357,71.13708385867344,7,11.456649207723821,2.9370665397838107,66.46283267917377,30,71.69165457692687,C
EMP0049,Sales,Sales Manager,2024-05-04,79.45856870752402,85.16244046960041,85.40294952757529,41.39210859598095,66.99244744820439,70.82182505037198,76.77164375471139,55.62540714352623,90.09152813038125,7,42.656494714432526,2.1448344853190275,97.24090379580937,14,70.78949616253757,C
EMP0050,Marketing,Marketing Specialist,2023-12-12,73.32775362355004,75.37715808340253,95.77805562100787,63.853157987828055,73.20822969216977,76.19745686616236,76.86917252092687,82.92018703458571,27.826662121398158,11,34.474402055208095,14.623335189875931,73.4200134368212,19,68.69747224125294,D
EMP0051,Engineering,Software Engineer,2023-12-07,93.6488634136816,83.62022086668256,95.63121532598755,100.0,66.54137775552799,85.09989671146278,60.74268338424645,65.9752800493194,96.64601708911013,6,25.391581220038173,12.096937286117589,93.2809428030046,19,81.53429240875387,B
EMP0052,Operations,Process Analyst,2024-02-17,65.85903116263896,80.13911131128764,89.9301188221694,88.42446435648763,77.32077892927362,72.87018406573105,65.3480131635649,63.40526958839398,58.8244979402024,9,57.71297566179794,21.397305829439205,71.58563051317913,17,71.52391881469751,C
EMP0053,Engineering,Tech Lead,2021-03-09,99.88650460567564,87.52521441549383,92.0064810223616,60.777533653375045,49.4430982718823,77.60522049189412,76.96338144950387,100.0,57.76023030010102,8,19.143997645729925,4.057546102033994,84.39311720162767,52,76.24514789849073,C
EMP0054,Sales,VP Sales,2024-11-24,100.0,79.93646948044847,89.97449545795152,87.3901285829324,74.98660699128038,79.12165986483053,57.742324434910316,93.74002390215676,65.72840577600985,3,49.91634211105806,19.850272261064884,102.04949304595647,7,79.83070237907108,C
EMP0055,Operations,Operations Specialist,2022-07-12,51.03677018629873,83.38756464688399,76.78262144550513,63.88179664905509,82.40797894808779,68.80878668616543,100.0,100.0,67.75551677395268,5,57.04223604075933,19.65588814289163,92.64035082891998,36,77.15980173630547,C
EMP0056,HR,HR Manager,2023-02-19,59.63228911052781,85.07435989271329,98.86595641092147,86.15233252472751,91.29830860419207,68.38507027689154,69.70013214575116,84.5671522038981,50.891077192185435,10,36.46861865971115,1.3341838928538585,72.0015433657635,29,74.46259024386087,C
EMP0057,Product Management,Senior PM,2025-05-07,94.93862192883473,69.61217318749755,100.0,74.37820927493453,73.53205633302201,93.9652570644165,69.87835979113835,70.11635614778166,61.110209455489674,8,16.897963937921244,8.592120042204561,76.40754932723179,2,75.94140539788937,C
EMP0058,Engineering,Senior Engineer,2024-12-14,61.63966581107961,78.78952643547609,84.97029206430973,82.10549674336241,98.58156888502671,75.89543682058351,90.52077885567753,70.08621960393073,62.743601376102944,12,14.64402419743773,8.134329594883722,89.75207418756126,7,77.54528681640494,C
EMP0059,Operations,Operations Manager,2022-09-06,88.45245713217595,69.3799023303729,92.34808801754448,100.0,93.00324472743485,55.52578536138729,94.27592437120606,66.96238586515588,46.31517120410729,5,41.23223865157767,8.716907045416267,72.89088503211752,34,76.73935887398002,C
EMP0060,Product Management,Product Director,2021-12-18,63.35933952958964,73.6073862876995,94.67835513226471,77.42469235110333,59.87755416093442,65.91561315438562,61.22304799012516,55.13012319852623,45.228683666454,14,40.44105890283442,9.601096296086505,85.39680605621759,43,62.72080504235225,D
EMP0061,Engineering,Architect,2021-08-01,65.0947211959953,100.0,98.12113558985673,91.03241369862116,48.500262301540715,78.74727345763237,37.011994930478345,52.83449867869689,92.72350998116151,9,28.28911189113333,34.0779926269881,78.80133957960724,48,70.74308428051579,C
EMP0062,Customer Support,Team Lead,2021-09-29,100.0,98.01264131096808,94.02057112547638,58.86448478968399,74.57824144986594,60.62498445983069,23.4936136911573,61.11180846295505,77.77312722573532,7,30.769714430274362,1.7526402336372273,82.17987794002518,46,69.30736267377455,D
EMP0063,Engineering,Tech Lead,2020-11-09,79.7727371974381,91.02817399380372,100.0,68.52996850449324,63.345227556296,90.21622255418164,85.40828220601361,77.57473777048118,68.077127362429,16,3.7538582774799636,3.288136508655617,100.03767956492277,56,77.99405964314205,C
EMP0064,Marketing,CMO,2021-05-25,77.40833422096999,86.17979604325066,76.93454068271811,85.0088151445442,66.2327516352755,72.85368431542243,96.65941392395426,59.368753709017554,71.78514688029664,9,37.56642398617247,0.5432276957748831,85.2804245748413,50,76.93708698409141,C
EMP0065,Marketing,Brand Manager,2024-05-20,72.80961746479745,58.34270342096395,93.8692203510942,86.48615594916203,68.39990636142721,68.39184664823651,64.84509748792175,71.28133693630312,54.19106243001245,12,44.00763056835139,5.723100550015437,87.6355321185593,13,68.09346583735307,D
EMP0066,Engineering,Tech Lead,2024-01-24,90.1465833530201,64.60108435304237,97.34574951379993,77.89903143346928,79.57258607484596,85.00912279437131,43.16343204816984,74.32405245510643,83.50932044190755,4,31.198641920547843,21.108202787516326,75.31619775168946,17,74.7781516192416,C
EMP0067,Finance,Accountant,2021-11-16,58.26415681007845,85.4063984703475,78.7882202223545,82.6021053703407,40.91437978076363,99.82723644250848,57.37606091908337,69.01743861807155,43.87591398640442,10,29.747874492914253,14.288645328041978,77.98818281039493,44,67.16046129969976,D
EMP0068,Finance,Finance Manager,2024-03-21,65.43956039557379,100.0,82.4241547264432,68.84875524871848,89.73356517478582,96.53629078838189,59.455008233477464,100.0,68.38988187158657,8,46.25568693199004,0.06793574318611587,81.23814060301788,15,81.0503827140655,B
EMP0069,Operations,Operations Specialist,2022-06-03,70.74235342922759,73.55943869176043,94.67738284444899,80.66201831143624,54.95142106673728,80.94937554063851,47.79958844160653,82.31618627083174,60.96083083836338,11,24.809198388910772,9.565686127782664,73.98615945628796,37,68.99265157382521,D
EMP0070,Finance,CFO,2021-07-23,65.81849713140325,65.1589141414872,100.0,69.01864383994713,77.99531564043644,84.6423190346761,69.27792589378136,80.12071552398291,72.56419578972113,8,41.56515667352025,22.29434100059727,90.35897436387185,48,73.07456587442944,C
EMP0071,Product Management,Senior PM,2022-06-24,79.77591955283265,100.0,98.86093571732198,70.24964606193294,66.41848889975488,77.27813318447393,64.51134076073753,80.18342798958628,85.29234031608937,7,50.152308349591706,0.14473085659348792,96.38527743432246,37,77.96366209567594,C
EMP0072,Engineering,Tech Lead,2021-03-03,57.57359395827757,79.14286923046265,82.25763995266425,43.13412265521545,67.5826282328554,80.12058133848849,85.20379116144557,62.01581943308398,60.64595230549329,4,41.63236352871946,1.0283696848478343,96.40453025563754,53,66.92741978941531,D
EMP0073,Product Management,Senior PM,2021-04-05,77.00613163885225,71.80955376051325,78.93665820542687,74.44215600629289,68.00699158893987,80.19582210522827,56.42341379150247,67.93567839699092,64.48547693180977,13,49.71915598205702,7.759203626147433,82.29852295554043,51,70.03815302751622,C
EMP0074,HR,HR Director,2021-06-21,70.22073371050622,80.04213969208784,92.22662313473438,78.22142386047791,90.04530007379424,75.67073397060747,61.531480932932666,100.0,63.755716846592364,12,58.16630358726519,2.9022244973547418,81.95612636327694,49,77.43594113587483,C
EMP0075,Engineering,Senior Engineer,2023-04-04,76.07517442389613,74.11722518823711,94.07102555061715,99.56761030249176,74.0891527288731,71.3091833691176,71.4410997577931,76.63157514089494,87.23961514357961,6,31.165025432565187,3.7936313734313174,102.34459666992916,27,78.80882950686042,C
EMP0076,HR,HR Specialist,2021-04-07,64.21429954359903,73.45161190969412,98.4025147442244,86.90883601417596,89.06346867659774,76.06380700832094,67.54790881227576,86.78986590567173,68.98973264330488,11,29.63143299561392,11.026690863832568,89.58064982918917,51,76.62869131420501,C
EMP0077,Product Management,Product Manager,2025-03-07,81.25082158909348,67.32030667388935,90.07544721036486,82.86062061987093,40.73942146930962,48.2569440078361,85.58069963521675,76.18307335888863,82.77079297296135,11,36.1121511731089,24.029391932721875,63.592625658694075,4,70.62033504088328,C
EMP0078,Sales,Account Manager,2021-09-06,85.06788653858851,48.67722969206221,91.90027065123343,61.190470034669545,63.426651764139116,55.89245902138104,76.72209501427565,100.0,84.70270228920177,5,26.818301105095856,20.420944862257645,68.59472099922017,46,71.95993679428973,C
EMP0079,HR,HR Specialist,2022-09-06,91.94218905345002,78.34959890036907,90.46623863309355,82.220457370897,62.087347988179886,31.31855043375805,65.67909659951403,55.041634413737285,55.776625438960195,7,69.08002141896151,0.07055037831669181,81.5751208005606,34,65.30193752485819,D
EMP0080,Marketing,CMO,2021-08-17,56.21907958059676,74.9067012061129,100.0,81.71516891525548,80.342049503595,80.09027744706738,54.91841688350601,54.9252946470156,85.05045444523525,7,22.85780552738767,27.96257617741535,91.53384796144952,47,71.02093032854805,C
EMP0081,Sales,Account Manager,2023-07-29,82.27715659031882,89.03565449738423,90.13316670642546,76.59829135450109,74.67844202230887,72.46589550151079,69.35992788663889,66.28741104440209,76.56520338471769,6,59.377485670523726,38.26864373471554,88.42015356059305,23,75.9084977852228,C
EMP0082,Marketing,Marketing Specialist,2023-04-08,71.31382953905934,75.19117347065571,90.9116208307442,73.15202389477413,82.92438233562515,87.30110967511973,61.67616786421122,69.00718569354567,100.0,11,35.22230410711126,0.7128197304566573,102.54778969666287,27,77.57073405912386,C
EMP0083,Operations,Operations Manager,2025-05-14,59.04208100141702,71.09752218921471,92.99482800357606,73.13983628427937,58.0013608078931,92.65826409833974,75.46005367587311,88.73181834023464,67.10710954199256,10,27.62872646846631,5.785420262788206,77.71857464867271,1,73.15475574240553,C
EMP0084,Finance,Financial Analyst,2022-01-26,62.61172220972233,77.08419736878442,94.39650409508565,88.62604875248641,65.22604330997386,88.40477810865795,82.30088621756006,38.998082965025475,62.622853248281906,6,13.301686951090243,10.183849461429554,77.47163793581913,42,70.73432652256155,C
EMP0085,Operations,Operations Specialist,2021-08-16,100.0,81.96732783224374,100.0,88.96311139675862,68.78530910352119,68.15333051944154,57.30062563075791,90.28090108677047,46.399180115094026,7,47.74125281262047,1.476278423687725,98.80347485556833,47,75.23122321057343,C
EMP0086,Product Management,Product Manager,2025-04-02,77.96782477565787,74.41659880379942,94.03725696464083,61.200538889394984,100.0,90.84397584627709,79.68886410780527,91.09128969863673,26.155591851161425,9,31.877522616862755,0.7676427890341896,86.45210551190783,3,75.17058549659158,C
EMP0087,HR,Recruiter,2024-01-12,71.40852199850248,81.53978937632652,88.43017820368487,82.64993945878655,94.47629670234188,66.22346794469058,90.41964842455553,81.39750326094128,4.885970317188651,3,46.65522822608061,0.21895724239557446,85.91651396852556,18,71.62514218541668,C
EMP0088,Product Management,Product Director,2020-12-21,87.83397857943362,100.0,95.74717226069214,98.09113853509423,80.51310568088473,86.37054544754992,68.33498741733722,94.90590267236354,49.58090884724821,8,40.997354888263644,8.048283672759055,85.29098055642372,55,83.20382089748894,B
EMP0089,Customer Support,Support Manager,2020-07-26,60.052938006174216,73.22300721536267,98.3375118165116,63.755924459051776,51.32217031647496,82.88648300324094,64.03598551472487,69.8858418932073,100.0,8,48.01683262422012,15.082543376732735,95.34719356854941,60,70.6452938010296,C
EMP0090,Product Management,Product Manager,2023-01-11,80.01116288853534,90.77367910848338,100.0,81.92880194259268,78.2998253110959,45.655303831041465,65.3553218649688,34.853595481115946,86.66993016570646,8,47.04427915827659,33.574698295448954,63.644490968434845,30,70.44345257419249,C
EMP0091,HR,Recruiter,2021-08-23,85.79164516082486,96.06777869110905,88.56267643259503,100.0,80.26665385774886,85.90770151130228,100.0,94.83154876631932,30.21471696836634,8,45.5489540253711,18.879577000795585,67.22784849263849,47,84.13500561945884,B
EMP0092,Customer Support,Support Specialist,2022-12-01,49.6712539355907,79.36911863307229,92.28186193098763,56.83631915661392,48.19374108178937,71.25230596290446,90.10379720309851,66.804425682806,50.833998250066195,9,59.28132628271902,4.943995082702972,71.26362245554739,31,64.13311998824268,D
EMP0093,Operations,Process Analyst,2023-03-10,87.16621728129307,96.74524023283328,89.12934539139123,75.90776380747738,88.47998758851345,79.89481582006152,81.00514040327317,73.4321779072904,78.42222958205744,11,65.68561716359504,20.185566652216067,67.24082963758194,28,82.63169657784997,B
EMP0094,Operations,Operations Specialist,2023-10-10,68.7705487550872,66.25907299797771,76.61397021735681,77.37445948231995,92.82373590458316,97.63368189058777,95.28000972499898,79.30756399835013,59.85972302381222,6,80.42054197114987,0.12989513867811706,98.41547364901464,21,79.66359947221463,C
EMP0095,HR,HR Specialist,2025-05-31,76.61480137091041,74.44280929593884,100.0,77.67902034379846,97.14569018247772,78.6586195864441,78.41504163929908,85.20487635145653,100.0,9,50.406884276799964,0.16796165422116804,79.11050834452237,1,83.52010734629064,B
EMP0096,Marketing,Brand Manager,2023-08-05,94.71484252325419,71.44831045221149,99.84978555809323,70.34034275041407,57.98167340676699,100.0,84.67490972144375,66.64741269795005,69.64808320289887,11,51.905748272353534,36.47907882243911,77.22329761457173,23,76.93194684436742,C
EMP0097,Customer Support,Support Manager,2022-05-03,65.85384373912629,68.67936243883227,97.36819870404022,75.63241754852454,73.91881471516169,61.42681770531924,73.66013223029576,100.0,49.47060318617257,7,49.20721089745898,23.8042022731824,85.14272458948496,38,71.08024894542903,C
EMP0098,Operations,Process Analyst,2022-04-25,87.96074761729557,69.92129694003994,100.0,52.68188621801241,66.30935130753895,56.262227880909556,54.750475468383506,73.37359787366444,70.13843158645919,9,32.0674259845108,38.09653135887864,77.48069380744386,39,66.42475186153794,D
EMP0099,Finance,Financial Analyst,2024-11-28,82.28813754575492,83.65423083076861,96.17783894756093,88.00987135686043,68.45018314617639,67.79661531469122,64.39414857233712,74.30877052028505,78.01211873834849,6,50.05960513221794,1.1450512402113913,104.03667769328587,7,75.86425950315278,C
EMP0100,Operations,Operations Manager,2020-10-05,74.7237698376286,91.41885408244643,83.84498164512055,93.58271355956408,93.57781954717204,95.56040026103186,90.505762925516,58.15236460379923,46.69224702763167,9,35.7929196421736,1.6332165437956148,91.76061209571353,58,80.52674148059874,B
EMP0101,Engineering,Tech Lead,2024-07-15,54.08079276300107,64.7966181641823,90.86484760972529,84.63524734343926,100.0,86.14192417633515,65.61498937081542,52.64527315392113,65.34562373456949,11,19.869598191726645,17.398417902937982,98.08160715575958,12,71.65755858828298,C
EMP0102,HR,HR Manager,2020-07-16,86.33078749367698,93.54237563555198,82.37291000471748,69.06317645279745,30.360849802885433,53.714239064463136,80.97820047735075,79.54326545247739,97.10917460630233,7,42.704983515475575,1.979633246828537,116.79746782858963,60,73.83025862318817,C
EMP0103,Customer Support,Support Manager,2021-07-04,89.40435652487568,71.87638799456933,100.0,79.88671912587266,57.03317734674167,93.7644194237752,42.96507585366835,54.36780251241481,21.084426420217483,6,23.73597692890986,7.881885882406684,108.16881692837931,48,63.79779565026689,D
EMP0104,Engineering,Architect,2024-02-04,87.81240805781809,73.34732522245562,100.0,82.00340599984926,93.40810584918509,83.74358949784772,68.30899519363244,68.03572484219256,61.28586856596079,8,17.550313569239066,11.675613484866611,63.691689283068044,17,77.24317790361769,C
