employee_id,department,goal_id,goal_type,goal_description,target_value,current_value,achievement_rate,deadline,status
EMP0013,Sales,GOAL_EMP0013_4,Project Completion,Improve project completion by achieving 82% target,82,54,65.85365853658537,2025-09-05,In Progress
EMP0013,Sales,GOAL_EMP0013_5,Client Satisfaction,Improve client satisfaction by achieving 84% target,84,74,88.09523809523809,2025-09-04,In Progress
EMP0014,Engineering,GOAL_EMP0014_1,Client Satisfaction,Improve client satisfaction by achieving 92% target,92,98,100.0,2025-09-23,Completed
EMP0014,Engineering,GOAL_EMP0014_2,Client Satisfaction,Improve client satisfaction by achieving 74% target,74,51,68.91891891891892,2025-10-28,In Progress
EMP0014,Engineering,GOAL_EMP0014_3,Process Optimization,Improve process optimization by achieving 87% target,87,75,86.20689655172413,2025-09-11,In Progress
EMP0014,Engineering,GOAL_EMP0014_4,Skill Development,Improve skill development by achieving 79% target,79,63,79.74683544303798,2025-10-09,In Progress
EMP0014,Engineering,GOAL_EMP0014_5,Leadership Development,Improve leadership development by achieving 93% target,93,102,100.0,2025-11-28,Completed
EMP0015,HR,GOAL_EMP0015_1,Performance Improvement,Improve performance improvement by achieving 71% target,71,70,98.59154929577466,2025-11-09,In Progress
EMP0015,HR,GOAL_EMP0015_2,Performance Improvement,Improve performance improvement by achieving 95% target,95,91,95.78947368421052,2025-09-11,In Progress
EMP0015,HR,GOAL_EMP0015_3,Project Completion,Improve project completion by achieving 73% target,73,78,100.0,2025-11-26,Completed
EMP0015,HR,GOAL_EMP0015_4,Performance Improvement,Improve performance improvement by achieving 87% target,87,80,91.95402298850574,2025-12-06,In Progress
EMP0015,HR,GOAL_EMP0015_5,Process Optimization,Improve process optimization by achieving 94% target,94,84,89.36170212765957,2025-10-26,In Progress
EMP0016,Operations,GOAL_EMP0016_1,Performance Improvement,Improve performance improvement by achieving 75% target,75,55,73.33333333333333,2025-11-19,In Progress
EMP0016,Operations,GOAL_EMP0016_2,Skill Development,Improve skill development by achieving 95% target,95,97,100.0,2025-12-01,Completed
EMP0016,Operations,GOAL_EMP0016_3,Client Satisfaction,Improve client satisfaction by achieving 71% target,71,50,70.4225352112676,2025-12-12,In Progress
EMP0017,Marketing,GOAL_EMP0017_1,Process Optimization,Improve process optimization by achieving 73% target,73,58,79.45205479452055,2025-12-28,In Progress
EMP0017,Marketing,GOAL_EMP0017_2,Client Satisfaction,Improve client satisfaction by achieving 74% target,74,69,93.24324324324324,2026-01-03,In Progress
EMP0017,Marketing,GOAL_EMP0017_3,Process Optimization,Improve process optimization by achieving 78% target,78,66,84.61538461538461,2025-11-17,In Progress
EMP0017,Marketing,GOAL_EMP0017_4,Project Completion,Improve project completion by achieving 92% target,92,97,100.0,2025-10-12,Completed
EMP0018,Marketing,GOAL_EMP0018_1,Performance Improvement,Improve performance improvement by achieving 73% target,73,81,100.0,2025-09-30,Completed
EMP0018,Marketing,GOAL_EMP0018_2,Skill Development,Improve skill development by achieving 85% target,85,67,78.82352941176471,2025-09-30,In Progress
EMP0018,Marketing,GOAL_EMP0018_3,Performance Improvement,Improve performance improvement by achieving 85% target,85,76,89.41176470588236,2025-12-17,In Progress
EMP0018,Marketing,GOAL_EMP0018_4,Client Satisfaction,Improve client satisfaction by achieving 77% target,77,54,70.12987012987013,2026-01-06,In Progress
EMP0018,Marketing,GOAL_EMP0018_5,Process Optimization,Improve process optimization by achieving 94% target,94,60,63.829787234042556,2025-12-25,In Progress
EMP0019,Marketing,GOAL_EMP0019_1,Skill Development,Improve skill development by achieving 91% target,91,94,100.0,2025-10-24,Completed
EMP0019,Marketing,GOAL_EMP0019_2,Project Completion,Improve project completion by achieving 86% target,86,79,91.86046511627907,2025-10-05,In Progress
EMP0019,Marketing,GOAL_EMP0019_3,Client Satisfaction,Improve client satisfaction by achieving 73% target,73,79,100.0,2025-12-07,Completed
EMP0019,Marketing,GOAL_EMP0019_4,Performance Improvement,Improve performance improvement by achieving 94% target,94,97,100.0,2025-08-15,Completed
EMP0019,Marketing,GOAL_EMP0019_5,Leadership Development,Improve leadership development by achieving 95% target,95,58,61.05263157894737,2025-08-20,In Progress
EMP0020,Product Management,GOAL_EMP0020_1,Project Completion,Improve project completion by achieving 83% target,83,62,74.69879518072288,2025-11-08,In Progress
EMP0020,Product Management,GOAL_EMP0020_2,Project Completion,Improve project completion by achieving 95% target,95,50,52.63157894736842,2025-11-27,In Progress
EMP0020,Product Management,GOAL_EMP0020_3,Client Satisfaction,Improve client satisfaction by achieving 92% target,92,101,100.0,2025-10-20,Completed
EMP0021,Engineering,GOAL_EMP0021_1,Process Optimization,Improve process optimization by achieving 82% target,82,80,97.5609756097561,2025-12-04,In Progress
EMP0021,Engineering,GOAL_EMP0021_2,Performance Improvement,Improve performance improvement by achieving 92% target,92,65,70.65217391304348,2025-10-21,In Progress
EMP0021,Engineering,GOAL_EMP0021_3,Performance Improvement,Improve performance improvement by achieving 71% target,71,74,100.0,2025-11-05,Completed
EMP0022,Operations,GOAL_EMP0022_1,Project Completion,Improve project completion by achieving 84% target,84,73,86.90476190476191,2026-01-01,In Progress
EMP0022,Operations,GOAL_EMP0022_2,Process Optimization,Improve process optimization by achieving 86% target,86,55,63.95348837209303,2025-08-24,In Progress
EMP0022,Operations,GOAL_EMP0022_3,Process Optimization,Improve process optimization by achieving 91% target,91,90,98.9010989010989,2025-09-15,In Progress
EMP0023,Product Management,GOAL_EMP0023_1,Project Completion,Improve project completion by achieving 89% target,89,69,77.52808988764045,2025-11-16,In Progress
EMP0023,Product Management,GOAL_EMP0023_2,Skill Development,Improve skill development by achieving 80% target,80,50,62.5,2025-09-17,In Progress
EMP0023,Product Management,GOAL_EMP0023_3,Client Satisfaction,Improve client satisfaction by achieving 73% target,73,83,100.0,2025-11-14,Completed
EMP0023,Product Management,GOAL_EMP0023_4,Leadership Development,Improve leadership development by achieving 84% target,84,93,100.0,2025-10-15,Completed
EMP0024,Finance,GOAL_EMP0024_1,Project Completion,Improve project completion by achieving 93% target,93,61,65.59139784946237,2025-10-17,In Progress
EMP0024,Finance,GOAL_EMP0024_2,Process Optimization,Improve process optimization by achieving 80% target,80,67,83.75,2025-12-10,In Progress
EMP0024,Finance,GOAL_EMP0024_3,Client Satisfaction,Improve client satisfaction by achieving 81% target,81,58,71.60493827160494,2025-11-14,In Progress
EMP0025,Engineering,GOAL_EMP0025_1,Process Optimization,Improve process optimization by achieving 88% target,88,60,68.18181818181817,2025-12-30,In Progress
EMP0025,Engineering,GOAL_EMP0025_2,Skill Development,Improve skill development by achieving 87% target,87,89,100.0,2025-12-19,Completed
EMP0025,Engineering,GOAL_EMP0025_3,Process Optimization,Improve process optimization by achieving 82% target,82,90,100.0,2025-08-12,Completed
EMP0025,Engineering,GOAL_EMP0025_4,Leadership Development,Improve leadership development by achieving 70% target,70,75,100.0,2025-08-18,Completed
EMP0026,Customer Support,GOAL_EMP0026_1,Skill Development,Improve skill development by achieving 91% target,91,86,94.5054945054945,2025-12-16,In Progress
EMP0026,Customer Support,GOAL_EMP0026_2,Leadership Development,Improve leadership development by achieving 95% target,95,99,100.0,2025-10-14,Completed
EMP0026,Customer Support,GOAL_EMP0026_3,Leadership Development,Improve leadership development by achieving 74% target,74,63,85.13513513513513,2025-12-08,In Progress
EMP0026,Customer Support,GOAL_EMP0026_4,Client Satisfaction,Improve client satisfaction by achieving 77% target,77,77,100.0,2025-12-16,Completed
EMP0026,Customer Support,GOAL_EMP0026_5,Process Optimization,Improve process optimization by achieving 74% target,74,81,100.0,2025-11-21,Completed
EMP0027,Sales,GOAL_EMP0027_1,Performance Improvement,Improve performance improvement by achieving 82% target,82,91,100.0,2025-09-01,Completed
EMP0027,Sales,GOAL_EMP0027_2,Project Completion,Improve project completion by achieving 90% target,90,60,66.66666666666666,2025-12-23,In Progress
EMP0027,Sales,GOAL_EMP0027_3,Process Optimization,Improve process optimization by achieving 88% target,88,96,100.0,2025-09-20,Completed
EMP0027,Sales,GOAL_EMP0027_4,Project Completion,Improve project completion by achieving 78% target,78,75,96.15384615384616,2025-11-19,In Progress
EMP0028,Engineering,GOAL_EMP0028_1,Performance Improvement,Improve performance improvement by achieving 83% target,83,84,100.0,2025-12-02,Completed
EMP0028,Engineering,GOAL_EMP0028_2,Leadership Development,Improve leadership development by achieving 78% target,78,58,74.35897435897436,2025-11-22,In Progress
EMP0028,Engineering,GOAL_EMP0028_3,Client Satisfaction,Improve client satisfaction by achieving 95% target,95,76,80.0,2025-11-28,In Progress
EMP0028,Engineering,GOAL_EMP0028_4,Project Completion,Improve project completion by achieving 79% target,79,57,72.15189873417721,2025-10-05,In Progress
EMP0029,Product Management,GOAL_EMP0029_1,Skill Development,Improve skill development by achieving 85% target,85,81,95.29411764705881,2025-10-07,In Progress
EMP0029,Product Management,GOAL_EMP0029_2,Project Completion,Improve project completion by achieving 91% target,91,77,84.61538461538461,2025-10-17,In Progress
EMP0029,Product Management,GOAL_EMP0029_3,Leadership Development,Improve leadership development by achieving 73% target,73,82,100.0,2025-12-03,Completed
EMP0029,Product Management,GOAL_EMP0029_4,Leadership Development,Improve leadership development by achieving 82% target,82,51,62.19512195121951,2025-12-08,In Progress
EMP0030,Operations,GOAL_EMP0030_1,Leadership Development,Improve leadership development by achieving 74% target,74,80,100.0,2025-09-07,Completed
EMP0030,Operations,GOAL_EMP0030_2,Leadership Development,Improve leadership development by achieving 84% target,84,62,73.80952380952381,2025-12-20,In Progress
EMP0030,Operations,GOAL_EMP0030_3,Process Optimization,Improve process optimization by achieving 88% target,88,55,62.5,2025-09-24,In Progress
EMP0030,Operations,GOAL_EMP0030_4,Performance Improvement,Improve performance improvement by achieving 78% target,78,73,93.58974358974359,2026-01-07,In Progress
EMP0030,Operations,GOAL_EMP0030_5,Project Completion,Improve project completion by achieving 85% target,85,52,61.1764705882353,2025-09-15,In Progress
EMP0031,Product Management,GOAL_EMP0031_1,Skill Development,Improve skill development by achieving 81% target,81,79,97.53086419753086,2025-08-21,In Progress
EMP0031,Product Management,GOAL_EMP0031_2,Client Satisfaction,Improve client satisfaction by achieving 90% target,90,86,95.55555555555556,2025-08-17,In Progress
EMP0031,Product Management,GOAL_EMP0031_3,Client Satisfaction,Improve client satisfaction by achieving 91% target,91,100,100.0,2025-09-19,Completed
EMP0031,Product Management,GOAL_EMP0031_4,Skill Development,Improve skill development by achieving 85% target,85,61,71.76470588235294,2025-09-18,In Progress
EMP0031,Product Management,GOAL_EMP0031_5,Performance Improvement,Improve performance improvement by achieving 77% target,77,50,64.93506493506493,2025-11-12,In Progress
EMP0032,Engineering,GOAL_EMP0032_1,Project Completion,Improve project completion by achieving 86% target,86,85,98.83720930232558,2026-01-08,In Progress
EMP0032,Engineering,GOAL_EMP0032_2,Project Completion,Improve project completion by achieving 79% target,79,63,79.74683544303798,2025-10-15,In Progress
EMP0032,Engineering,GOAL_EMP0032_3,Process Optimization,Improve process optimization by achieving 89% target,89,82,92.13483146067416,2025-08-15,In Progress
EMP0033,Customer Support,GOAL_EMP0033_1,Process Optimization,Improve process optimization by achieving 92% target,92,62,67.3913043478261,2025-08-29,In Progress
EMP0033,Customer Support,GOAL_EMP0033_2,Performance Improvement,Improve performance improvement by achieving 86% target,86,67,77.90697674418605,2025-08-31,In Progress
EMP0033,Customer Support,GOAL_EMP0033_3,Process Optimization,Improve process optimization by achieving 71% target,71,61,85.91549295774648,2026-01-08,In Progress
EMP0034,Sales,GOAL_EMP0034_1,Performance Improvement,Improve performance improvement by achieving 93% target,93,64,68.81720430107528,2025-10-22,In Progress
EMP0034,Sales,GOAL_EMP0034_2,Client Satisfaction,Improve client satisfaction by achieving 92% target,92,66,71.73913043478261,2025-12-18,In Progress
EMP0034,Sales,GOAL_EMP0034_3,Skill Development,Improve skill development by achieving 79% target,79,50,63.29113924050633,2025-09-20,In Progress
EMP0035,Marketing,GOAL_EMP0035_1,Project Completion,Improve project completion by achieving 85% target,85,67,78.82352941176471,2025-09-12,In Progress
EMP0035,Marketing,GOAL_EMP0035_2,Client Satisfaction,Improve client satisfaction by achieving 70% target,70,70,100.0,2025-10-17,Completed
EMP0035,Marketing,GOAL_EMP0035_3,Leadership Development,Improve leadership development by achieving 74% target,74,61,82.43243243243244,2025-11-19,In Progress
EMP0036,Finance,GOAL_EMP0036_1,Process Optimization,Improve process optimization by achieving 81% target,81,56,69.1358024691358,2025-10-29,In Progress
EMP0036,Finance,GOAL_EMP0036_2,Leadership Development,Improve leadership development by achieving 78% target,78,75,96.15384615384616,2025-09-17,In Progress
EMP0036,Finance,GOAL_EMP0036_3,Project Completion,Improve project completion by achieving 85% target,85,76,89.41176470588236,2025-09-26,In Progress
EMP0036,Finance,GOAL_EMP0036_4,Project Completion,Improve project completion by achieving 92% target,92,96,100.0,2025-10-17,Completed
EMP0036,Finance,GOAL_EMP0036_5,Client Satisfaction,Improve client satisfaction by achieving 86% target,86,91,100.0,2025-12-15,Completed
EMP0037,Finance,GOAL_EMP0037_1,Leadership Development,Improve leadership development by achieving 88% target,88,69,78.4090909090909,2025-08-28,In Progress
EMP0037,Finance,GOAL_EMP0037_2,Process Optimization,Improve process optimization by achieving 82% target,82,60,73.17073170731707,2025-12-13,In Progress
EMP0037,Finance,GOAL_EMP0037_3,Skill Development,Improve skill development by achieving 73% target,73,57,78.08219178082192,2025-10-07,In Progress
EMP0038,Customer Support,GOAL_EMP0038_1,Project Completion,Improve project completion by achieving 77% target,77,51,66.23376623376623,2025-10-14,In Progress
EMP0038,Customer Support,GOAL_EMP0038_2,Process Optimization,Improve process optimization by achieving 81% target,81,57,70.37037037037037,2025-12-08,In Progress
EMP0038,Customer Support,GOAL_EMP0038_3,Performance Improvement,Improve performance improvement by achieving 74% target,74,65,87.83783783783784,2025-11-09,In Progress
EMP0038,Customer Support,GOAL_EMP0038_4,Performance Improvement,Improve performance improvement by achieving 82% target,82,78,95.1219512195122,2025-10-25,In Progress
EMP0038,Customer Support,GOAL_EMP0038_5,Process Optimization,Improve process optimization by achieving 81% target,81,78,96.29629629629629,2026-01-08,In Progress
EMP0039,HR,GOAL_EMP0039_1,Leadership Development,Improve leadership development by achieving 70% target,70,68,97.14285714285714,2025-10-26,In Progress
EMP0039,HR,GOAL_EMP0039_2,Leadership Development,Improve leadership development by achieving 73% target,73,62,84.93150684931507,2025-12-06,In Progress
EMP0039,HR,GOAL_EMP0039_3,Skill Development,Improve skill development by achieving 83% target,83,87,100.0,2025-09-21,Completed
EMP0040,Product Management,GOAL_EMP0040_1,Skill Development,Improve skill development by achieving 85% target,85,69,81.17647058823529,2025-10-23,In Progress
EMP0040,Product Management,GOAL_EMP0040_2,Client Satisfaction,Improve client satisfaction by achieving 80% target,80,71,88.75,2025-08-14,In Progress
EMP0040,Product Management,GOAL_EMP0040_3,Client Satisfaction,Improve client satisfaction by achieving 90% target,90,90,100.0,2025-10-31,Completed
EMP0040,Product Management,GOAL_EMP0040_4,Project Completion,Improve project completion by achieving 73% target,73,80,100.0,2025-08-28,Completed
EMP0040,Product Management,GOAL_EMP0040_5,Process Optimization,Improve process optimization by achieving 90% target,90,81,90.0,2025-09-30,In Progress
EMP0041,HR,GOAL_EMP0041_1,Leadership Development,Improve leadership development by achieving 73% target,73,60,82.1917808219178,2025-11-03,In Progress
EMP0041,HR,GOAL_EMP0041_2,Performance Improvement,Improve performance improvement by achieving 83% target,83,57,68.67469879518072,2025-10-06,In Progress
EMP0041,HR,GOAL_EMP0041_3,Performance Improvement,Improve performance improvement by achieving 75% target,75,83,100.0,2025-11-09,Completed
EMP0042,Marketing,GOAL_EMP0042_1,Project Completion,Improve project completion by achieving 72% target,72,64,88.88888888888889,2025-11-05,In Progress
EMP0042,Marketing,GOAL_EMP0042_2,Project Completion,Improve project completion by achieving 85% target,85,54,63.52941176470588,2025-08-29,In Progress
EMP0042,Marketing,GOAL_EMP0042_3,Performance Improvement,Improve performance improvement by achieving 95% target,95,85,89.47368421052632,2025-08-28,In Progress
EMP0043,Engineering,GOAL_EMP0043_1,Leadership Development,Improve leadership development by achieving 74% target,74,62,83.78378378378379,2025-09-17,In Progress
EMP0043,Engineering,GOAL_EMP0043_2,Project Completion,Improve project completion by achieving 88% target,88,60,68.18181818181817,2025-11-13,In Progress
EMP0043,Engineering,GOAL_EMP0043_3,Skill Development,Improve skill development by achieving 78% target,78,72,92.3076923076923,2025-12-14,In Progress
EMP0044,Customer Support,GOAL_EMP0044_1,Project Completion,Improve project completion by achieving 95% target,95,62,65.26315789473685,2025-10-19,In Progress
EMP0044,Customer Support,GOAL_EMP0044_2,Leadership Development,Improve leadership development by achieving 88% target,88,82,93.18181818181817,2025-12-25,In Progress
EMP0044,Customer Support,GOAL_EMP0044_3,Client Satisfaction,Improve client satisfaction by achieving 90% target,90,71,78.88888888888889,2025-10-30,In Progress
EMP0044,Customer Support,GOAL_EMP0044_4,Client Satisfaction,Improve client satisfaction by achieving 73% target,73,53,72.6027397260274,2025-10-10,In Progress
EMP0044,Customer Support,GOAL_EMP0044_5,Performance Improvement,Improve performance improvement by achieving 94% target,94,66,70.2127659574468,2025-11-12,In Progress
EMP0045,Customer Support,GOAL_EMP0045_1,Project Completion,Improve project completion by achieving 91% target,91,52,57.14285714285714,2025-08-25,In Progress
EMP0045,Customer Support,GOAL_EMP0045_2,Project Completion,Improve project completion by achieving 71% target,71,55,77.46478873239437,2025-09-30,In Progress
EMP0045,Customer Support,GOAL_EMP0045_3,Project Completion,Improve project completion by achieving 90% target,90,53,58.88888888888889,2025-08-13,In Progress
EMP0045,Customer Support,GOAL_EMP0045_4,Skill Development,Improve skill development by achieving 78% target,78,50,64.1025641025641,2026-01-06,In Progress
EMP0045,Customer Support,GOAL_EMP0045_5,Performance Improvement,Improve performance improvement by achieving 79% target,79,74,93.67088607594937,2025-09-11,In Progress
EMP0046,Operations,GOAL_EMP0046_1,Project Completion,Improve project completion by achieving 75% target,75,61,81.33333333333333,2025-10-24,In Progress
EMP0046,Operations,GOAL_EMP0046_2,Performance Improvement,Improve performance improvement by achieving 72% target,72,76,100.0,2025-09-16,Completed
EMP0046,Operations,GOAL_EMP0046_3,Project Completion,Improve project completion by achieving 89% target,89,56,62.92134831460674,2025-11-17,In Progress
EMP0046,Operations,GOAL_EMP0046_4,Performance Improvement,Improve performance improvement by achieving 77% target,77,65,84.4155844155844,2025-09-16,In Progress
EMP0047,Engineering,GOAL_EMP0047_1,Leadership Development,Improve leadership development by achieving 86% target,86,79,91.86046511627907,2025-10-03,In Progress
EMP0047,Engineering,GOAL_EMP0047_2,Performance Improvement,Improve performance improvement by achieving 71% target,71,73,100.0,2025-11-02,Completed
EMP0047,Engineering,GOAL_EMP0047_3,Skill Development,Improve skill development by achieving 93% target,93,64,68.81720430107528,2025-08-26,In Progress
EMP0048,HR,GOAL_EMP0048_1,Process Optimization,Improve process optimization by achieving 83% target,83,80,96.3855421686747,2025-11-18,In Progress
EMP0048,HR,GOAL_EMP0048_2,Project Completion,Improve project completion by achieving 80% target,80,69,86.25,2025-10-11,In Progress
EMP0048,HR,GOAL_EMP0048_3,Performance Improvement,Improve performance improvement by achieving 91% target,91,80,87.91208791208791,2025-09-29,In Progress
EMP0048,HR,GOAL_EMP0048_4,Performance Improvement,Improve performance improvement by achieving 76% target,76,77,100.0,2025-12-01,Completed
EMP0048,HR,GOAL_EMP0048_5,Leadership Development,Improve leadership development by achieving 75% target,75,56,74.66666666666667,2025-10-29,In Progress
EMP0049,Sales,GOAL_EMP0049_1,Project Completion,Improve project completion by achieving 80% target,80,63,78.75,2025-09-01,In Progress
EMP0049,Sales,GOAL_EMP0049_2,Performance Improvement,Improve performance improvement by achieving 86% target,86,80,93.02325581395348,2025-08-22,In Progress
EMP0049,Sales,GOAL_EMP0049_3,Leadership Development,Improve leadership development by achieving 92% target,92,66,71.73913043478261,2025-12-09,In Progress
EMP0050,Marketing,GOAL_EMP0050_1,Skill Development,Improve skill development by achieving 84% target,84,94,100.0,2025-12-16,Completed
EMP0050,Marketing,GOAL_EMP0050_2,Process Optimization,Improve process optimization by achieving 95% target,95,104,100.0,2025-12-05,Completed
EMP0050,Marketing,GOAL_EMP0050_3,Client Satisfaction,Improve client satisfaction by achieving 90% target,90,77,85.55555555555556,2025-11-28,In Progress
EMP0050,Marketing,GOAL_EMP0050_4,Performance Improvement,Improve performance improvement by achieving 72% target,72,52,72.22222222222221,2025-11-08,In Progress
EMP0050,Marketing,GOAL_EMP0050_5,Leadership Development,Improve leadership development by achieving 79% target,79,71,89.87341772151899,2025-12-06,In Progress
